,country,article_name,revision_id,article_quality,population
7776,Malaysia,Tan Chai Ho,801256611,Start,32.5
7777,Malaysia,Mohamed Hanipa Maidin,801328134,Stub,32.5
7778,Malaysia,Mohd Nor Monutty,801330042,Stub,32.5
7779,Malaysia,Victor Gu,801432169,Stub,32.5
7780,Malaysia,Zaid Ibrahim,801449223,C,32.5
7781,Malaysia,Kamarudin Jaffar,801505651,Start,32.5
7782,Malaysia,Saifuddin Abdullah,801651279,Start,32.5
7783,Malaysia,Wong Chen,801704415,Start,32.5
7784,Malaysia,Er Teck Hwa,801841027,Start,32.5
7785,Malaysia,Nur Jazlan Mohamed,801859850,C,32.5
7786,Malaysia,Tan Chee Khoon,801869254,C,32.5
7787,Malaysia,Tan Kee Kwong,801869376,C,32.5
7788,Malaysia,Ahmad Shabery Cheek,802304359,Start,32.5
7789,Malaysia,Amani Williams Hunt Abdullah,802374238,C,32.5
7790,Malaysia,Abang Haji Openg,802467163,Start,32.5
7791,Malaysia,Fuad Stephens,802727432,C,32.5
7792,Malaysia,Eu Chooi Yip,802739786,C,32.5
7793,Malaysia,Ahmad Bashah Md Hanipah,802752208,Start,32.5
7794,Malaysia,Fariz Musa,802772770,Start,32.5
7795,Malaysia,Sim Tze Tzin,802784737,Start,32.5
7796,Malaysia,V. Manickavasagam,802785186,Start,32.5
7797,Malaysia,Tun Fatimah,802955123,Start,32.5
7798,Malaysia,Chin Peng,802965442,GA,32.5
7799,Malaysia,Musa Hitam,803554531,C,32.5
7800,Malaysia,Nathaniel Tan,803784152,C,32.5
7801,Malaysia,Michelle Yesudas,803847313,Stub,32.5
7802,Malaysia,Syed Sheh Shahabudin,804009781,Stub,32.5
7803,Malaysia,List of Malaysian politicians of Indian descent,804053178,Start,32.5
7804,Malaysia,Ahmad Ismail (Malaysian politician),804091573,C,32.5
7805,Malaysia,Karpal Singh,804215818,GA,32.5
7806,Malaysia,Onn Jaafar,804374956,C,32.5
7807,Malaysia,G. Rama Iyer,804489697,Stub,32.5
7808,Malaysia,Mustapa Mohamed,804556284,Start,32.5
7809,Malaysia,Siti Zailah Mohd Yusoff,804556604,Start,32.5
7810,Malaysia,Zairil Khir Johari,804632561,C,32.5
7811,Malaysia,Gan Peck Cheng,804703685,Start,32.5
7812,Malaysia,Fadzil Mahmood,804949237,Stub,32.5
7813,Malaysia,Hoh Khai Mun,804976808,Start,32.5
7814,Malaysia,Vigneswaran Sanasee,805230733,Stub,32.5
7815,Malaysia,Wan Azizah Wan Ismail,805402248,C,32.5
7816,Malaysia,Mohamad Sabu,805402380,C,32.5
7817,Malaysia,M. Kulasegaran,805402558,Start,32.5
7818,Malaysia,Ameir Hassan,805405910,Stub,32.5
7819,Malaysia,Lim Yew Hock,805427222,FA,32.5
7820,Malaysia,Ghazali Shafie,805444233,Start,32.5
7821,Malaysia,Fong Kui Lun,805458276,Start,32.5
7822,Malaysia,Teng Boon Soon,805458679,Start,32.5
7823,Malaysia,Lim Si Pin,805459326,Stub,32.5
7824,Malaysia,John Victor Morais,805559437,Start,32.5
7825,Malaysia,G. Palanivel,805599633,C,32.5
7826,Malaysia,Hee Yit Foong,805599800,C,32.5
7827,Malaysia,Mukhriz Mahathir,805600468,C,32.5
7828,Malaysia,Ong Ka Chuan,805600600,C,32.5
7829,Malaysia,Samy Vellu,805600902,C,32.5
7830,Malaysia,Subramaniam Sathasivam,805601085,C,32.5
7831,Malaysia,Syed Hussein Alatas,805601110,C,32.5
7832,Malaysia,V. Sivakumar,805601302,GA,32.5
7833,Malaysia,Ahmad Maslan,805923753,Start,32.5
7834,Malaysia,Abdullah CD,805966591,Start,32.5
7835,Malaysia,Abdul Azeez Abdul Rahim,806010004,Start,32.5
7836,Malaysia,Budiman Mohd Zohdi,806054094,C,32.5
7837,Malaysia,Goh Leong San,806215172,GA,32.5
7838,Malaysia,Reezal Merican Naina Merican,806282713,Start,32.5
7839,Malaysia,Gooi Hsiao-Leung,806318338,Start,32.5
7840,Malaysia,Christina Liew,806337545,Stub,32.5
7841,Malaysia,Mohd Ali Rustam,806620169,Stub,32.5
7842,Malaysia,Ahmad Faizal Azumu,806631152,Stub,32.5
7843,Malaysia,Vijayaratnam Seevaratnam,806680626,Stub,32.5
7844,Malaysia,Kassim Ahmad,806771221,Stub,32.5
7845,Malaysia,Syed Saddiq Syed Abdul Rahman,806791628,Stub,32.5
7846,Malaysia,Asyraf Wajdi Dusuki,806956559,Stub,32.5
7847,Malaysia,Wang Gungwu,807071050,Stub,32.5
7848,Malaysia,Devan Nair,807115130,Stub,32.5
7849,Malaysia,Mahathir Mohamad,807123974,Stub,32.5
7850,Malaysia,Devaki Krishnan,807132553,Stub,32.5
7851,Malaysia,M. Kayveas,807137201,Stub,32.5
7852,Malaysia,Najib Razak,807167610,Stub,32.5
7853,Malaysia,Kumutha Rahman,807312413,Stub,32.5
7854,Malaysia,Tunku Abdul Rahman,807346458,Start,32.5
7855,Malaysia,Abdul Razak Hussein,807369775,Stub,32.5
7856,Gabon,Template:Gabon-politician-stub,440397578,Stub,2.1
7857,Gabon,Template:Gabon-mayor-stub,444762949,Stub,2.1
7858,Gabon,Template:Gabon-diplomat-stub,647573541,Stub,2.1
7859,Gabon,Alexandré Barro Chambrier,688145583,Start,2.1
7860,Gabon,Paul-Marie Yembit,704000120,Stub,2.1
7861,Gabon,Jean Rémy Ayouné,714894237,Start,2.1
7862,Gabon,Paul Malékou,714904459,Stub,2.1
7863,Gabon,Benjamin Ngoubou,714904545,Stub,2.1
7864,Gabon,Jean Engone,714904832,Stub,2.1
7865,Gabon,Pierre Auguste Avaro,714904853,Stub,2.1
7866,Gabon,Jean François Ondo,714904933,Stub,2.1
7867,Gabon,René Radembino Coniquet,715998619,Stub,2.1
7868,Gabon,Vincent de Paul Gondjout,715999460,Stub,2.1
7869,Gabon,Simplice Guedet Manzela,715999502,Stub,2.1
7870,Gabon,Luc Marat Abyla,715999546,Stub,2.1
7871,Gabon,Marcellin Mve Ebang,715999596,Stub,2.1
7872,Gabon,Roger Mengue Mi Ekomie,715999871,C,2.1
7873,Gabon,Raphael Mangouala,715999965,Stub,2.1
7874,Gabon,Sébastien Mamboundou Mouyama,715999973,Stub,2.1
7875,Gabon,Jean-Félix Mouloungui,717364268,Stub,2.1
7876,Gabon,Patrice Otha,717750322,Stub,2.1
7877,Gabon,Jean-Baptiste Mintsa-Mi-Mba,726648684,Stub,2.1
7878,Gabon,Template:GabonPresidents,730926555,Stub,2.1
7879,Gabon,Pierre Sockat,734390021,Stub,2.1
7880,Gabon,Georges Rawiri,737437998,Start,2.1
7881,Gabon,Michel Akouloua,738986196,Stub,2.1
7882,Gabon,Séraphin Moundounga,740274130,Stub,2.1
7883,Gabon,Template:GabonPMs,741695483,Stub,2.1
7884,Gabon,Paul Okoumba d'Okwatsegue,745773612,Stub,2.1
7885,Gabon,Sylvestre Ratanga,746260050,Start,2.1
7886,Gabon,Jean-Marie Adzé,746589032,Stub,2.1
7887,Gabon,Martin Bongo,747050371,Start,2.1
7888,Gabon,Françoise Makaya,748927483,Stub,2.1
7889,Gabon,Pierre-André Kombila,749061703,Stub,2.1
7890,Gabon,Patrice Tonda,749324624,Start,2.1
7891,Gabon,Paulin Obame-Nguema,749532215,Start,2.1
7892,Gabon,Blaise Louembe,750147253,Stub,2.1
7893,Gabon,Laure Olga Gondjout,757084591,Stub,2.1
7894,Gabon,Stephanie Mouwandji Itsopault,757617979,C,2.1
7895,Gabon,Jean Marie M'ba,760250207,Start,2.1
7896,Gabon,Solange Mabignath,764037045,Start,2.1
7897,Gabon,Pascaline Bongo Ondimba,773712964,Stub,2.1
7898,Gabon,Jean-François Ntoutoume Emane,776321801,C,2.1
7899,Gabon,Jean Eyeghé Ndong,776343893,Stub,2.1
7900,Gabon,Jules-Aristide Bourdes-Ogouliguende,777755591,Stub,2.1
7901,Gabon,Louis-Gabriel Pambo,782348465,Start,2.1
7902,Gabon,Jean-Boniface Assélé,783684627,Start,2.1
7903,Gabon,Joseph Ngoua,786660134,C,2.1
7904,Gabon,Alexandre Sambat,787277981,C,2.1
7905,Gabon,Jules-Marius Ogouebandja,787336160,C,2.1
7906,Gabon,Vincent de Paul Nyonda,787356753,Stub,2.1
7907,Gabon,Rose Francine Rogombé,787854865,C,2.1
7908,Gabon,Denis Dangue Réwaka,787983757,Stub,2.1
7909,Gabon,Alain Ndjoubi Ossami,788102485,Start,2.1
7910,Gabon,Paul Biyoghé Mba,788499373,Start,2.1
7911,Gabon,Didjob Divungi Di Ndinge,788587645,Start,2.1
7912,Gabon,Pacôme Moubelet-Boubeya,788669718,C,2.1
7913,Gabon,Richard Auguste Onouviet,788676556,Stub,2.1
7914,Gabon,Mathurin Anghiley,788827488,Stub,2.1
7915,Gabon,André Mba Obame,789140790,C,2.1
7916,Gabon,André Dieudonné Berre,789169163,B,2.1
7917,Gabon,Jean-Hilaire Aubame,789331731,Start,2.1
7918,Gabon,Augustin Moussavou King,790143621,B,2.1
7919,Gabon,Sylvestre Oyouomi,791692346,Stub,2.1
7920,Gabon,Paul Mba Abessole,792251600,C,2.1
7921,Gabon,Honorine Dossou Naki,792860914,C,2.1
7922,Gabon,Casimir Oyé-Mba,793273023,FA,2.1
7923,Gabon,Lucie Milebou Aubusson,793608363,Stub,2.1
7924,Gabon,Charles Mve Ellah,793692033,Start,2.1
7925,Gabon,Christian Maronga,794167765,C,2.1
7926,Gabon,Alfred Moungara Moussotsi,794990759,C,2.1
7927,Gabon,Claude Damas Ozimo,796314427,C,2.1
7928,Gabon,Jacques Adiahénot,796658641,Start,2.1
7929,Gabon,Viviane Biviga,797300471,Stub,2.1
7930,Gabon,First Lady of Gabon,797479367,Stub,2.1
7931,Gabon,André Gustave Anguilé,797491115,Stub,2.1
7932,Gabon,List of Prime Ministers of Gabon,797772644,Stub,2.1
7933,Gabon,Vice President of Gabon,798099164,C,2.1
7934,Gabon,Louis-Gaston Mayila,798836891,Stub,2.1
7935,Gabon,Jean Ping,799074958,Stub,2.1
7936,Gabon,Léon Mébiame,799431855,Stub,2.1
7937,Gabon,Paul Gondjout,799477684,Start,2.1
7938,Gabon,Pierre Mamboundou,799526271,Start,2.1
7939,Gabon,Emile Doumba,801542881,C,2.1
7940,Gabon,Emmanuel Issoze-Ngondet,801571550,B,2.1
7941,Gabon,Emmanuel Ondo Methogo,801574201,Start,2.1
7942,Gabon,List of Presidents of Gabon,801937090,GA,2.1
7943,Gabon,Pierre Claver Maganga Moussavou,801937161,C,2.1
7944,Gabon,Léon M'ba,801937520,Start,2.1
7945,Gabon,Ali Bongo Ondimba,801937727,C,2.1
7946,Gabon,Angélique Ngoma,802678018,Start,2.1
7947,Gabon,Faustin Boukoubi,802856885,Start,2.1
7948,Gabon,Antoine Mboumbou Miyakou,803641214,Start,2.1
7949,Gabon,Omar Bongo,803652657,FA,2.1
7950,Gabon,François Engongah Owono,804270024,GA,2.1
7951,Gabon,Vincent Essone Mengue,804270243,Stub,2.1
7952,Gabon,Daniel Ona Ondo,804270496,C,2.1
7953,Gabon,Raymond Ndong Sima,804270618,Start,2.1
7954,Gabon,Félix Siby,804473364,FA,2.1
7955,Gabon,Paul Boundoukou-Latha,805202976,C,2.1
7956,Gabon,Georgette Koko,805284209,Start,2.1
7957,Gabon,Yvette Ngwevilo Rekangalt,805638854,C,2.1
7958,Gabon,Guy Nzouba-Ndama,807201691,Start,2.1
7959,Germany,Template:Germany-DDP-politician-stub,440594068,Stub,82.8
7960,Germany,Template:Germany-Centre-politician-stub,440598656,Start,82.8
7961,Germany,Template:Germany-BVP-politician-stub,495124898,Start,82.8
7962,Germany,List of German politicians,521986779,Start,82.8
7963,Germany,Template:Germany-DKP-politician-stub,581109695,Stub,82.8
7964,Germany,Template:Germany-USPD-politician-stub,581109760,Start,82.8
7965,Germany,Template:Germany-LDPD-politician-stub,581109965,Stub,82.8
7966,Germany,Template:Germany-DNVP-politician-stub,581110015,Start,82.8
7967,Germany,Template:Germany-politician-stub,581110109,Start,82.8
7968,Germany,Template:Germany-activist-stub,581110137,Stub,82.8
7969,Germany,Template:Germany-NPD-politician-stub,585354886,Start,82.8
7970,Germany,Walter Simon (philanthropist),662681733,C,82.8
7971,Germany,Wilhelm Wallbaum,678140107,C,82.8
7972,Germany,Wilhelm von Wedell-Piesdorf,684525811,FA,82.8
7973,Germany,Hans Graf von Schwerin-Löwitz,684537777,Start,82.8
7974,Germany,Jochen Ott,686349441,Start,82.8
7975,Germany,Fritz Heckert,700669417,B,82.8
7976,Germany,Veit Ludwig von Seckendorff,702964122,C,82.8
7977,Germany,Bruno Erhard Abegg,703401364,Stub,82.8
7978,Germany,Fritz Theilen,703857757,C,82.8
7979,Germany,Ferdinand von Hansemann,704529565,C,82.8
7980,Germany,Heinrich von Tiedemann,704530012,Stub,82.8
7981,Germany,Karl Zell,704816808,Start,82.8
7982,Germany,Max Maurenbrecher,705228603,Start,82.8
7983,Germany,Georg Bernhard Bilfinger,705383874,Start,82.8
7984,Germany,Rudi Mittig,705842209,Start,82.8
7985,Germany,Otto Schmirgal,706339506,Start,82.8
7986,Germany,Ralf Wieland,706972267,Start,82.8
7987,Germany,Gunter Pleuger,707213195,Stub,82.8
7988,Germany,Rudolf Buttmann,707799342,Stub,82.8
7989,Germany,August Reinsdorf,708079302,Stub,82.8
7990,Germany,Hans von der Groeben,708158531,Start,82.8
7991,Germany,Karl Rudolf Friedenthal,708410373,Start,82.8
7992,Germany,Fritz Walter (politician),708568482,Stub,82.8
7993,Germany,George Philipp Ludolf von Beckedorff,708570606,Stub,82.8
7994,Germany,Benedict Waldeck,708890424,Stub,82.8
7995,Germany,Ernst Maria Lieber,709601318,Start,82.8
7996,Germany,Burghard Freiherr von Schorlemer-Alst,709606379,Stub,82.8
7997,Germany,Moriz Lieber,709851246,Start,82.8
7998,Germany,Gerd Greune,710911349,Stub,82.8
7999,Germany,Joseph Heine,711147128,C,82.8
8000,Germany,Siegfried Gumbel,711153984,Start,82.8
8001,Germany,Andreas Kleinlein,712484241,Stub,82.8
8002,Germany,Michael Swierczek,712583819,Start,82.8
8003,Germany,Kaspar Deutschenbaur,712618222,Stub,82.8
8004,Germany,Heinrich Sudermann,712958855,Stub,82.8
8005,Germany,Dodo von Knyphausen,713018792,Stub,82.8
8006,Germany,Karl August von Hardenberg,713083648,C,82.8
8007,Germany,Paul Hirsch (politician),713083969,Start,82.8
8008,Germany,Carl Otto von Madai,713684076,Stub,82.8
8009,Germany,Peter Gingold,713785389,Start,82.8
8010,Germany,Rudolf Leonhard,715079454,Start,82.8
8011,Germany,Friedrich Gustav Carl Ulrich Franz von Schnehen,715106494,Stub,82.8
8012,Germany,"Friedrich Wilhelm, Count Brandenburg",715614942,Stub,82.8
8013,Germany,Wilfried Maaß,715640467,Stub,82.8
8014,Germany,Evelyn Hecht-Galinski,715863281,Stub,82.8
8015,Germany,Wolfgang Heinz (politician),716165385,Stub,82.8
8016,Germany,Leopold Heinrich von Goltz,716529241,Stub,82.8
8017,Germany,Jens Seipenbusch,716765168,Stub,82.8
8018,Germany,Jens Beutel,716839880,Start,82.8
8019,Germany,Joseph Baumgartner,716850589,Stub,82.8
8020,Germany,Karl Bickleder,716850828,Stub,82.8
8021,Germany,Alois Albert,716853884,Stub,82.8
8022,Germany,Clemens Busch,717375871,Stub,82.8
8023,Germany,Dietrich Heinrich Ludwig von Ompteda,717539993,Start,82.8
8024,Germany,Dieter Kunzelmann,718104600,Stub,82.8
8025,Germany,Hermann von Beckerath,718546227,Start,82.8
8026,Germany,Hilmar Hoffmann,718719689,Start,82.8
8027,Germany,Karl von Starck,718873001,Stub,82.8
8028,Germany,Franz Jakob (politician),718940489,Stub,82.8
8029,Germany,Wolfgang Yorck von Wartenburg,718941687,Stub,82.8
8030,Germany,Clemens Heereman von Zuydwyck,719225225,Stub,82.8
8031,Germany,Theodor von Guérard,719303513,Stub,82.8
8032,Germany,Friedrich Peus,719521006,Stub,82.8
8033,Germany,Gerhart von Schulze-Gävernitz,719901379,Stub,82.8
8034,Germany,Friedrich von Müller (statesman),720027234,Stub,82.8
8035,Germany,Christian Raster,720054719,no_score,82.8
8036,Germany,Karl Eichfeld,720085815,Stub,82.8
8037,Germany,Albert Lehmann,720108257,Stub,82.8
8038,Germany,Heinrich Voelter,720145425,Stub,82.8
8039,Germany,Johann Baer,720172307,Stub,82.8
8040,Germany,Friedrich Heinrich Karl Bobzin,720176483,Stub,82.8
8041,Germany,Max Dortu,720182444,Stub,82.8
8042,Germany,Joseph Hillebrand,720312060,Start,82.8
8043,Germany,Gerhard Stahl,720441803,C,82.8
8044,Germany,Mathilde Vaerting,720462995,Stub,82.8
8045,Germany,Wilhelm Anton von Klewitz,720468197,Stub,82.8
8046,Germany,Friedrich August von Staegemann,720475885,Stub,82.8
8047,Germany,Karl Hermann Bitter,720927455,Stub,82.8
8048,Germany,Helene Wessel,721085876,Start,82.8
8049,Germany,Max Adolf Richter,721509220,no_score,82.8
8050,Germany,Ernst Siehr,721588768,Stub,82.8
8051,Germany,Francis Kruse,721593326,Stub,82.8
8052,Germany,Christian Wilhelm Karl Ewald,721838555,Stub,82.8
8053,Germany,Carl Ludwig Wilhelm Grolman,721838582,Stub,82.8
8054,Germany,Johann Ludwig Klüber,722213816,Start,82.8
8055,Germany,Christian Friedrich von Otto,722242389,Stub,82.8
8056,Germany,Franz Josef Heinz,722560643,Start,82.8
8057,Germany,Hermann Roeren,723011691,Stub,82.8
8058,Germany,Rüdiger Butte,723197874,Stub,82.8
8059,Germany,Karl Ernst Rahtgens,723569805,Stub,82.8
8060,Germany,Wolfgang Templin,723579808,Stub,82.8
8061,Germany,Fritz Sternberg,724121703,Start,82.8
8062,Germany,Franz Hruska,724302591,Stub,82.8
8063,Germany,Walter Buchheim,724872861,Start,82.8
8064,Germany,Anton of Stolberg-Wernigerode,725041109,Start,82.8
8065,Germany,Hermann Höpker-Aschoff,725708195,Stub,82.8
8066,Germany,Werner Klumpp,726804496,Stub,82.8
8067,Germany,Ludwig Bergsträsser,726844452,Stub,82.8
8068,Germany,Justin von Linde,726869372,Stub,82.8
8069,Germany,Franz Handlos,727218166,Start,82.8
8070,Germany,Hans Demmelmeier,727219294,Stub,82.8
8071,Germany,Wolfgang Stammberger,727226171,Stub,82.8
8072,Germany,Gustav Fuchs,727330325,Stub,82.8
8073,Germany,Alfred Loritz,727452309,Start,82.8
8074,Germany,Oskar Müller,727507621,Start,82.8
8075,Germany,Ferdinand Auth,727507673,Stub,82.8
8076,Germany,Ludwig Simon,727708203,Stub,82.8
8077,Germany,Benno von Arent,727944197,Stub,82.8
8078,Germany,Heinrich Krone,728127168,Stub,82.8
8079,Germany,Helmut Lemke,728127202,Stub,82.8
8080,Germany,Werner Münch,728127307,Stub,82.8
8081,Germany,Hubert Ney,728127364,Start,82.8
8082,Germany,Friedrich Ernst Scheller,728147757,Stub,82.8
8083,Germany,Albert Vögler,728425427,Start,82.8
8084,Germany,Sylvester Jordan,728446551,Stub,82.8
8085,Germany,Wladislaw Taczanowski,728641340,Stub,82.8
8086,Germany,Werner Eggerath,728833030,Start,82.8
8087,Germany,Werner Bruschke,728833032,Stub,82.8
8088,Germany,Rudolf Jahn,728833392,Stub,82.8
8089,Germany,Paul Wessel,728833751,Start,82.8
8090,Germany,Tatjana Festerling,728979220,Start,82.8
8091,Germany,Theodor Hillenhinrichs,729529631,Stub,82.8
8092,Germany,Andreas Gottlieb von Bernstorff,730539891,Stub,82.8
8093,Germany,Martin Grüner,731732309,Stub,82.8
8094,Germany,Wilhelm Haferkamp,731732401,Stub,82.8
8095,Germany,Walter Wallmann,731738359,Stub,82.8
8096,Germany,Hermann Dietrich,731899371,Stub,82.8
8097,Germany,Ignaz Kiechle,731902994,Stub,82.8
8098,Germany,Helmut Schlesinger,732650340,Stub,82.8
8099,Germany,Ellen Ammann,732862721,Stub,82.8
8100,Germany,Adolf Damaschke,732862851,Stub,82.8
8101,Germany,Ernst Höfner,732862897,Stub,82.8
8102,Germany,Franz Bracht,732862932,Stub,82.8
8103,Germany,Willy Rumpf,732863087,Start,82.8
8104,Germany,Christof Leng,732863293,Stub,82.8
8105,Germany,Manfred Ostermann,732863323,Start,82.8
8106,Germany,Walter Köhler,733262800,Stub,82.8
8107,Germany,Jacob Sturm von Sturmeck,733839498,Start,82.8
8108,Germany,Rupert Scholz,734138330,Stub,82.8
8109,Germany,Hermann Wittich,734485661,Stub,82.8
8110,Germany,Thomas Goppel,735099306,Stub,82.8
8111,Germany,Otto Bohl,736473764,Stub,82.8
8112,Germany,Georg Ledebour,737496438,Start,82.8
8113,Germany,Joachim Siegerist,737496663,Start,82.8
8114,Germany,Albrecht von Graefe (politician),737655711,C,82.8
8115,Germany,Georg von Blumenthal,738570205,Start,82.8
8116,Germany,Adrian von der Linde,738767098,Stub,82.8
8117,Germany,Johann Christian von Boyneburg,738900867,Stub,82.8
8118,Germany,Oliver Wehner,739896189,Start,82.8
8119,Germany,Georg Voigt (politician),740297450,Stub,82.8
8120,Germany,Nikolaus Krell,740484440,Start,82.8
8121,Germany,Georg von Siemens,741917180,Start,82.8
8122,Germany,Herwart von Hohenburg,742160158,Start,82.8
8123,Germany,Armin Mohler,742697315,Start,82.8
8124,Germany,Bernhard Schottländer,743567653,Start,82.8
8125,Germany,Michael Sladek,743819607,Stub,82.8
8126,Germany,Gerhard Thielcke,743820561,Stub,82.8
8127,Germany,Heffa Schücking,743821508,Stub,82.8
8128,Germany,Stefan Herdt,744130468,Stub,82.8
8129,Germany,Christian August von Eyben,744205127,Start,82.8
8130,Germany,Arthur Brill,744269361,Stub,82.8
8131,Germany,Karin Struck,744456624,Stub,82.8
8132,Germany,Reinhard Klimmt,744848089,Start,82.8
8133,Germany,Karl Friedrich von Savigny,745371095,Start,82.8
8134,Germany,Alfred Mechtersheimer,745447409,Stub,82.8
8135,Germany,Hans Lukaschek,745954139,C,82.8
8136,Germany,Peter Schott,746328827,Start,82.8
8137,Germany,Carl Heinrich Wilhelm Hagen,746380058,Stub,82.8
8138,Germany,August von Trott zu Solz,746749087,Stub,82.8
8139,Germany,Wolfgang Heribert von Dalberg,746928164,Stub,82.8
8140,Germany,Bernd Reichelt,747122691,Stub,82.8
8141,Germany,Heinrich Blume,748070319,Stub,82.8
8142,Germany,Walter Linse,748296108,Start,82.8
8143,Germany,Wilhelm Beyer,748394461,Stub,82.8
8144,Germany,Otto Hirsch,748746591,Start,82.8
8145,Germany,Walter Wolf (politician),748783858,Stub,82.8
8146,Germany,Andreas Settele,748842798,Stub,82.8
8147,Germany,Peter Lorenz,749401812,Start,82.8
8148,Germany,Curt Joël,749435568,C,82.8
8149,Germany,Franz Spina,749576930,Stub,82.8
8150,Germany,Adolphe Low,749773420,Stub,82.8
8151,Germany,"Adam, Count of Schwarzenberg",749776480,C,82.8
8152,Germany,Henry Ernest of Stolberg-Wernigerode,749777527,Start,82.8
8153,Germany,Werner Rackwitz,749836087,Stub,82.8
8154,Germany,Bill Drews,750183892,Start,82.8
8155,Germany,Otto Telschow,750607043,Stub,82.8
8156,Germany,Christa Goetsch,751125464,Start,82.8
8157,Germany,Willi Becker,752696321,Stub,82.8
8158,Germany,Jürgen Schmieder,753572219,C,82.8
8159,Germany,Theodor Steltzer,754332339,Stub,82.8
8160,Germany,Jens Pühse,754375956,Stub,82.8
8161,Germany,Dieter Engels,754489175,Stub,82.8
8162,Germany,Anna Schepeler-Lette,755343265,Start,82.8
8163,Germany,Max Hirsch (labor economist),755907521,Start,82.8
8164,Germany,Hannelore Mensch,755908275,Start,82.8
8165,Germany,Johann Friedrich von Meyer,756249092,Stub,82.8
8166,Germany,Heinrich von Brühl,756469212,C,82.8
8167,Germany,Andreas Schockenhoff,756676949,Stub,82.8
8168,Germany,Carsten Sieling,756677169,Start,82.8
8169,Germany,Detlef Seif,756677410,Stub,82.8
8170,Germany,Jens Ackermann,756677894,Stub,82.8
8171,Germany,Jörg van Essen,756678029,Stub,82.8
8172,Germany,Norbert Geis,756678671,Start,82.8
8173,Germany,Peter Danckert,756678805,Stub,82.8
8174,Germany,Rolf Koschorrek,756678905,Stub,82.8
8175,Germany,Kirsten Lühmann,756822825,C,82.8
8176,Germany,Lale Akgün,756823021,Stub,82.8
8177,Germany,Ute Berg,756833098,Stub,82.8
8178,Germany,Gertrud Bäumer,757336804,Start,82.8
8179,Germany,Heidrun Bluhm,757336855,Stub,82.8
8180,Germany,Wilhelmine Kähler,757338642,Stub,82.8
8181,Germany,Renate Adolph,757345360,Stub,82.8
8182,Germany,Harald Petzold,757345382,Stub,82.8
8183,Germany,Sabine Jünger,757538903,Stub,82.8
8184,Germany,Albert Abicht,757724642,Stub,82.8
8185,Germany,Josef Frenken,757725412,Start,82.8
8186,Germany,Otto Winzer,757726617,Start,82.8
8187,Germany,Wilhelm Buck,757726981,Stub,82.8
8188,Germany,Heinrich Köhler,758064878,Start,82.8
8189,Germany,"Joachim, Count of Schönburg-Glauchau",758375728,Start,82.8
8190,Germany,Max Montgelas,758770905,Start,82.8
8191,Germany,Gerwald Claus-Brunner,758846846,Start,82.8
8192,Germany,Jan Mühlstein,759082898,Start,82.8
8193,Germany,Hans Adlhoch,760389806,Stub,82.8
8194,Germany,Rudolf Amelunxen,760499204,Stub,82.8
8195,Germany,Herbert Mies,760584475,Stub,82.8
8196,Germany,Julius Jolly (Indologist),761999946,Start,82.8
8197,Germany,Alois von Brinz,762011471,Start,82.8
8198,Germany,Paul Levi,762470646,GA,82.8
8199,Germany,Franziska Kessel,762800710,Start,82.8
8200,Germany,Safet Babic,763004145,Stub,82.8
8201,Germany,Christian Peter Wilhelm Beuth,763007635,Start,82.8
8202,Germany,Johannes Ludewig,763247319,Stub,82.8
8203,Germany,Bernhard Reichenbach,763280871,Start,82.8
8204,Germany,Moritz Rittinghausen,763335694,B,82.8
8205,Germany,Richard Witting,763382240,Stub,82.8
8206,Germany,Friedrich von Schrötter,764051682,Stub,82.8
8207,Germany,Eduard Heinrich von Flottwell,764323980,Start,82.8
8208,Germany,Günther Kleiber,764334263,Start,82.8
8209,Germany,Patrik Köbele,764374939,Stub,82.8
8210,Germany,Josef Duchac,764642596,Stub,82.8
8211,Germany,Johann Christoph von Wöllner,764958661,Start,82.8
8212,Germany,Karl Theodor Bayrhoffer,765174206,Stub,82.8
8213,Germany,Johann Gustav Heckscher,766006012,Stub,82.8
8214,Germany,Julius Jolly (politician),766007888,Stub,82.8
8215,Germany,Franz Josef von Gruben,766008096,Stub,82.8
8216,Germany,John Prince-Smith,766008112,Start,82.8
8217,Germany,Moritz Wiggers,766008129,Start,82.8
8218,Germany,Gottfried Ludolf Camphausen,766008151,Start,82.8
8219,Germany,Heinrich von Friedberg,766008162,Stub,82.8
8220,Germany,Klaus Wiswe,766011282,Stub,82.8
8221,Germany,Jörg-Uwe Hahn,766011311,Stub,82.8
8222,Germany,Karl Twesten,766011340,Start,82.8
8223,Germany,Rolf Schlierer,766011398,C,82.8
8224,Germany,Ursula Engelen-Kefer,766764079,Start,82.8
8225,Germany,Marcus Weinberg,767346218,Start,82.8
8226,Germany,Rudolf Hilf,767563553,Start,82.8
8227,Germany,Template:Germany-SED-politician-stub,767675418,Stub,82.8
8228,Germany,Gerhard Wack,767692722,Stub,82.8
8229,Germany,Ernst Scheller,767960248,Stub,82.8
8230,Germany,Friedrich von Lindequist,768224894,Stub,82.8
8231,Germany,Norbert Holl,768541572,Stub,82.8
8232,Germany,Erwin Huber,768908245,Start,82.8
8233,Germany,Gert Haller,769044864,Stub,82.8
8234,Germany,Hans Knirsch,769202227,Start,82.8
8235,Germany,Carsten Schatz,769346360,Stub,82.8
8236,Germany,Sebastian Nerz,769731120,Start,82.8
